Distribution Date,Producer Code,Product ID,Product Name,Quantity,Unit Cost,Unit Price,Week num
09/07/2021,PLT,3458,"Peppers, Habanero",25,$35.00,$38.85,37
09/07/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31,37
09/07/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,37
09/07/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31,37
09/07/2021,SGC,3153,"Peppers, Jalapeno",26,$25.50,$28.31,37
09/07/2021,LXF,3171,"Potatoes, Yellow A",10,$50.00,$55.50,37
09/07/2021,MKV,3171,"Potatoes, Yellow A",10,$50.00,$55.50,37
09/07/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50,37
09/07/2021,SGC,3135,Sweet Corn,226,$27.00,$29.97,37
09/07/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,37
09/07/2021,CHO,3200,"Tomatoes, Grape",18,$35.00,$38.85,37
09/07/2021,WKH,3200,"Tomatoes, Grape",16,$35.00,$38.85,37
09/07/2021,AFC,3201,"Tomatoes, Roma",6,$35.00,$38.85,37
09/07/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,37
09/07/2021,KHF,3201,"Tomatoes, Roma",20,$35.00,$38.85,37
09/07/2021,SGC,3201,"Tomatoes, Roma",20,$35.00,$38.85,37
09/07/2021,DTF,3202,"Tomatoes, Slicers",71,$40.00,$44.40,37
09/07/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40,37
09/07/2021,PBY,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/07/2021,KSL,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,YMF,3401,"Beans, Green",20,$62.50,$69.38,37
09/10/2021,HAF,3401,"Beans, Green",10,$62.50,$69.38,37
09/10/2021,AFC,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,CLP,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,HAF,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,NTN,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,PLT,3813,"Greens, Kale",6,$36.00,$39.96,37
09/10/2021,SGC,3135,Sweet Corn,67,$27.00,$29.97,37
09/10/2021,CHO,3202,"Tomatoes, Slicers",6,$40.00,$44.40,37
09/10/2021,MLP,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,PBY,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,KSL,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,SEE,3202,"Tomatoes, Slicers, Organic",29,$34.00,$37.74,37
09/14/2021,YMF,3755,Carrots,15,$31.62,$35.10,38
09/14/2021,HAF,3755,Carrots,12,$31.62,$35.10,38
09/14/2021,NTN,3755,Carrots,30,$31.62,$35.10,38
09/14/2021,RSV,3755,Carrots,15,$31.62,$35.10,38
09/14/2021,CVP,3755,Carrots,30,$31.62,$35.10,38
09/14/2021,SGC,3807,Cauliflower,8,$23.00,$25.53,38
09/14/2021,CLP,3717,"Eggplant, Globe",50,$31.62,$35.10,38
09/14/2021,YMF,3717,"Eggplant, Globe",25,$31.62,$35.10,38
09/14/2021,KLF,3717,"Eggplant, Globe",25,$31.62,$35.10,38
09/14/2021,AFC,3138,"Greens, Collards",5,$36.00,$39.96,38
09/14/2021,D2D,3138,"Greens, Collards",10,$36.00,$39.96,38
09/14/2021,MLG,3138,"Greens, Collards",10,$36.00,$39.96,38
09/14/2021,NTN,3813,"Greens, Kale",2,$36.00,$39.96,38
09/14/2021,MKV,3405,Okra,19,$51.00,$56.61,38
09/14/2021,YMF,3759,Onions,20,$40.00,$44.40,38
09/14/2021,LXF,3759,Onions,20,$40.00,$44.40,38
09/14/2021,MLG,3759,Onions,20,$40.00,$44.40,38
09/14/2021,CHO,3828,"Peppers, Bell",20,$35.00,$38.85,38
09/14/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85,38
09/14/2021,YMF,3828,"Peppers, Bell",3,$35.00,$38.85,38
09/14/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85,38
09/14/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85,38
09/14/2021,SGC,3828,"Peppers, Bell",21,$35.00,$38.85,38
09/14/2021,CHO,3458,"Peppers, Habanero",8,$35.00,$38.85,38
09/14/2021,HAF,3458,"Peppers, Habanero",8,$35.00,$38.85,38
09/14/2021,MKV,3458,"Peppers, Habanero",25,$35.00,$38.85,38
09/14/2021,PLT,3458,"Peppers, Habanero",25,$35.00,$38.85,38
09/14/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31,38
09/14/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,38
09/14/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31,38
09/14/2021,SGC,3153,"Peppers, Jalapeno",24,$25.50,$28.31,38
09/14/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,38
09/14/2021,MKV,3166,"Potatoes, Red A",10,$50.00,$55.50,38
09/14/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,38
09/14/2021,CHO,3200,"Tomatoes, Grape",18,$35.00,$38.85,38
09/14/2021,CHO,3200,"Tomatoes, Grape",8,$35.00,$38.85,38
09/14/2021,WKH,3200,"Tomatoes, Grape",16,$35.00,$38.85,38
09/14/2021,AFC,3201,"Tomatoes, Roma",6,$35.00,$38.85,38
09/14/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,38
09/14/2021,SGC,3201,"Tomatoes, Roma",20,$35.00,$38.85,38
09/14/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40,38
09/14/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40,38
09/17/2021,LXF,3755,Carrots,38,$31.62,$35.10,38
09/17/2021,HAF,3138,"Greens, Collards",8,$36.00,$39.96,38
09/17/2021,MLP,3138,"Greens, Collards",10,$36.00,$39.96,38
09/17/2021,KSL,3138,"Greens, Collards",10,$36.00,$39.96,38
09/17/2021,SEE,3828,"Peppers, Bell, Green, Organic",32,$35.00,$38.85,38
09/17/2021,KHF,3201,"Tomatoes, Roma",32,$35.00,$38.85,38
09/17/2021,PBY,3201,"Tomatoes, Roma",32,$35.00,$38.85,38
09/21/2021,AFC,3138,"Greens, Collards",10,$36.00,$39.96,39
09/21/2021,CLP,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,D2D,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,NTN,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,PLT,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,KLF,3364,"Greens, Mustard",10,$36.00,$39.96,39
09/21/2021,MKV,3759,Onions,10,$40.00,$44.40,39
09/21/2021,SGC,3759,Onions,40,$40.00,$44.40,39
09/21/2021,WKH,3759,Onions,20,$40.00,$44.40,39
09/21/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85,39
09/21/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85,39
09/21/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85,39
09/21/2021,SGC,3828,"Peppers, Bell",15,$35.00,$38.85,39
09/21/2021,MKV,3458,"Peppers, Habanero",25,$35.00,$38.85,39
09/21/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,39
09/21/2021,LXF,3171,"Potatoes, Yellow A",10,$50.00,$55.50,39
09/21/2021,MKV,3171,"Potatoes, Yellow A",8,$50.00,$55.50,39
09/21/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50,39
09/21/2021,YMF,3189,"Squash, Winter, Delicata",16,$35.00,$38.85,39
09/21/2021,SGC,3189,"Squash, Winter, Delicata",56,$35.00,$38.85,39
09/21/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,39
09/21/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,39
09/21/2021,KHF,3201,"Tomatoes, Roma",26,$35.00,$38.85,39
09/21/2021,SGC,3201,"Tomatoes, Roma",13,$35.00,$38.85,39
09/21/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40,39
09/21/2021,KHF,3202,"Tomatoes, Slicers",20,$40.00,$44.40,39
09/24/2021,MKV,3401,"Beans, Green",12,$62.50,$69.38,39
09/24/2021,D2D,3401,"Beans, Green",3,$62.50,$69.38,39
09/24/2021,NTN,3813,"Greens, Kale",36,$36.00,$39.96,39
09/24/2021,SEE,3189,"Squash, Winter, Delicata, Organic",52,$30.00,$33.30,39
09/24/2021,CHO,3202,"Tomatoes, Slicers",9,$40.00,$44.40,39
09/24/2021,MLP,3202,"Tomatoes, Slicers",12,$40.00,$44.40,39
09/24/2021,PBY,3202,"Tomatoes, Slicers",12,$40.00,$44.40,39
09/24/2021,KSL,3202,"Tomatoes, Slicers",12,$40.00,$44.40,39
09/28/2021,YMF,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,NTN,3592,Broccoli,30,$31.45,$34.91,40
09/28/2021,NTN,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,PBY,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,SGC,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,YMF,3807,Cauliflower,0,$23.00,$25.53,40
09/28/2021,SGC,3807,Cauliflower,5,$23.00,$25.53,40
09/28/2021,SGC,3807,Cauliflower,0,$23.00,$25.53,40
09/28/2021,STF,3807,Cauliflower,50,$23.00,$25.53,40
09/28/2021,STF,3807,Cauliflower,0,$23.00,$25.53,40
09/28/2021,AFC,3138,"Greens, Collards",8,$36.00,$39.96,40
09/28/2021,AFC,3138,"Greens, Collards",0,$36.00,$39.96,40
09/28/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,40
09/28/2021,LXF,3166,"Potatoes, Red A",0,$50.00,$55.50,40
09/28/2021,MKV,3166,"Potatoes, Red A",0,$50.00,$55.50,40
09/28/2021,CVP,3166,"Potatoes, Red A",0,$50.00,$55.50,40
09/28/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,40
09/28/2021,KHF,3201,"Tomatoes, Roma",26,$35.00,$38.85,40
09/28/2021,SGC,3201,"Tomatoes, Roma",10,$35.00,$38.85,40
09/28/2021,KHF,3202,"Tomatoes, Slicers",20,$40.00,$44.40,40
10/01/2021,STF,3401,"Beans, Green",16,$62.50,$69.38,40
10/01/2021,YMF,3592,Broccoli,15,$31.45,$34.91,40
10/01/2021,MLP,3592,Broccoli,16,$31.45,$34.91,40
10/01/2021,KSL,3592,Broccoli,18,$31.45,$34.91,40
10/01/2021,WKH,3411,"Greens, Bok Choy, Baby",34,$54.00,$59.94,40
10/01/2021,HAF,3266,"Onions, Scallions",34,$28.80,$31.97,40
10/01/2021,SEE,3759,"Onions, Yellow, Organic",18,$40.00,$44.40,40
10/01/2021,LXF,3828,"Peppers, Bell",16,$35.00,$38.85,40
10/01/2021,MKV,3828,"Peppers, Bell, Green",27,$40.00,$44.40,40
10/05/2021,CLP,3613,"Beets Red, bulk",16,$26.31,$29.20,41
10/05/2021,LXF,3613,"Beets Red, bulk",18,$26.31,$29.20,41
10/05/2021,PBY,3613,"Beets Red, bulk",16,$26.31,$29.20,41
10/05/2021,YMF,3755,Carrots,15,$31.62,$35.10,41
10/05/2021,NTN,3755,Carrots,30,$31.62,$35.10,41
10/05/2021,RSV,3755,Carrots,15,$31.62,$35.10,41
10/05/2021,CVP,3755,Carrots,35,$31.62,$35.10,41
10/05/2021,YMF,3132,"Carrots, Rainbow",12,$31.62,$35.10,41
10/05/2021,YMF,3759,Onions,20,$40.00,$44.40,41
10/05/2021,LXF,3759,Onions,20,$40.00,$44.40,41
10/05/2021,MLG,3759,Onions,20,$40.00,$44.40,41
10/05/2021,SGC,3759,Onions,20,$40.00,$44.40,41
10/05/2021,LXF,3171,"Potatoes, Yellow A",10,$50.00,$55.50,41
10/05/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50,41
10/05/2021,D2D,3278,"Radish, Red, Bunched w/Tops",15,$33.75,$37.46,41
10/05/2021,MHG,3278,"Radish, Red, Bunched w/Tops",12,$33.75,$37.46,41
10/05/2021,CBS,3188,"Squash, Winter, Butternut",25,$24.65,$27.36,41
10/05/2021,SGC,3188,"Squash, Winter, Butternut",75,$24.65,$27.36,41
10/05/2021,YMF,3189,"Squash, Winter, Delicata",10,$35.00,$38.85,41
10/05/2021,SGC,3189,"Squash, Winter, Delicata",75,$35.00,$38.85,41
10/05/2021,CBS,3404,Tomatillos,20,$28.00,$31.08,41
10/08/2021,YMF,3079,Brussels Sprouts,29,$42.16,$46.80,41
10/08/2021,LXF,3079,Brussels Sprouts,40,$42.16,$46.80,41
10/08/2021,NTN,3079,Brussels Sprouts,10,$42.16,$46.80,41
10/08/2021,NTN,3754,Cabbage,57,$34.00,$37.74,41
10/08/2021,KSL,3754,Cabbage,16,$34.00,$37.74,41
10/08/2021,KSL,3754,Cabbage,1,$24.16,$26.82,41
10/08/2021,NTN,3755,Carrots,16,$31.62,$35.10,41
10/08/2021,YMF,3132,"Carrots, Rainbow",15,$31.62,$35.10,41
10/08/2021,SEE,3188,"Squash, Winter, Butternut, Organic",68,$18.00,$19.98,41
10/12/2021,LXF,3613,"Beets Red, bulk",18,$26.31,$29.20,42
10/12/2021,NTN,3613,"Beets Red, bulk",32,$26.31,$29.20,42
10/12/2021,PBY,3613,"Beets Red, bulk",16,$26.31,$29.20,42
10/12/2021,YMF,3755,Carrots,15,$31.62,$35.10,42
10/12/2021,NTN,3755,Carrots,30,$31.62,$35.10,42
10/12/2021,RSV,3755,Carrots,30,$31.62,$35.10,42
10/12/2021,CVP,3755,Carrots,30,$31.62,$35.10,42
10/12/2021,YMF,3132,"Carrots, Rainbow",12,$31.62,$35.10,42
10/12/2021,LXF,3132,"Carrots, Rainbow",60,$31.62,$35.10,42
10/12/2021,MLG,3759,Onions,40,$40.00,$44.40,42
10/12/2021,LXF,3828,"Peppers, Bell",35,$35.00,$38.85,42
10/12/2021,MHG,3828,"Peppers, Bell",20,$35.00,$38.85,42
10/12/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,42
10/12/2021,CVP,3166,"Potatoes, Red A",10,$50.00,$55.50,42
10/12/2021,YMF,3178,"Radish, Purple Daikon",15,$30.00,$33.30,42
10/12/2021,CBS,3188,"Squash, Winter, Butternut",38,$24.65,$27.36,42
10/12/2021,SGC,3188,"Squash, Winter, Butternut",57,$24.65,$27.36,42
10/15/2021,WKH,3598,"Greens, Lettuce, Romaine",33,$31.50,$34.97,42
10/15/2021,SEE,3828,"Peppers, Bell, Green, Organic",32,$30.25,$33.58,42
10/15/2021,POG,3190,"Squash, Winter, Spaghetti",63,$33.25,$36.91,42
10/19/2021,CLP,3613,"Beets Red, bulk",16,$26.31,$29.20,43
10/19/2021,PBY,3613,"Beets Red, bulk",16,$26.31,$29.20,43
10/19/2021,SGC,3754,Cabbage,40,$34.00,$37.74,43
10/19/2021,YMF,3755,Carrots,15,$31.62,$35.10,43
10/19/2021,NTN,3755,Carrots,30,$31.62,$35.10,43
10/19/2021,RSV,3755,Carrots,15,$31.62,$35.10,43
10/19/2021,CVP,3755,Carrots,55,$31.62,$35.10,43
10/19/2021,LXF,3132,"Carrots, Rainbow",60,$31.62,$35.10,43
10/19/2021,WKH,3573,"Greens, Bok Choy",20,$40.00,$44.40,43
10/19/2021,NTN,3759,Onions,5,$40.00,$44.40,43
10/19/2021,SGC,3759,Onions,8,$40.00,$44.40,43
10/19/2021,WKH,3759,Onions,13,$40.00,$44.40,43
10/19/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,43
10/19/2021,NTN,3166,"Potatoes, Red A",10,$50.00,$55.50,43
10/19/2021,YMF,3178,"Radish, Purple Daikon",26,$30.00,$33.30,43
10/19/2021,SGC,3188,"Squash, Winter, Butternut",67,$24.65,$27.36,43
10/19/2021,YMF,3189,"Squash, Winter, Delicata",22,$35.00,$38.85,43
10/19/2021,SGC,3189,"Squash, Winter, Delicata",10,$35.00,$38.85,43
10/22/2021,SGC,3768,"Cranberries, organic",63,$25.00,$27.75,43
10/22/2021,YMF,3813,"Greens, Kale",38,$36.00,$39.96,43
10/22/2021,SEE,3188,"Squash, Winter, Butternut, Organic",32,$18.00,$19.98,43
10/22/2021,SEE,3189,"Squash, Winter, Delicata, Organic",24,$30.00,$33.30,43
10/26/2021,CLP,3613,"Beets Red, bulk",16,$26.31,$29.20,44
10/26/2021,YMF,3755,Carrots,13,$31.62,$35.10,44
10/26/2021,NTN,3755,Carrots,30,$31.62,$35.10,44
10/26/2021,RSV,3755,Carrots,15,$31.62,$35.10,44
10/26/2021,WKH,3598,"Greens, Lettuce, Romaine",84,$31.50,$34.97,44
10/26/2021,LXF,3828,"Peppers, Bell",50,$35.00,$38.85,44
10/26/2021,PBY,3828,"Peppers, Bell, Green",50,$35.00,$38.85,44
10/26/2021,LXF,3449,"Peppers, Poblano",30,$40.00,$44.40,44
10/26/2021,YMF,3178,"Radish, Purple Daikon",29,$30.00,$33.30,44
10/29/2021,SEE,3188,"Squash, Winter, Butternut, Organic",30,$18.00,$19.98,44
11/02/2021,NTN,3754,Cabbage,15,$34.00,$37.74,45
11/02/2021,WKH,3316,"Greens, Lettuce, Green Leaf",26,$36.00,$39.96,45
11/02/2021,WKH,3300,"Greens, Lettuce, Salad Mix",26,$60.00,$66.60,45
11/02/2021,LXF,3759,Onions,20,$40.00,$44.40,45
11/02/2021,SGC,3188,"Squash, Winter, Butternut",25,$24.65,$27.36,45
11/02/2021,SGC,3190,"Squash, Winter, Spaghetti",50,$24.65,$27.36,45
11/05/2021,SEE,3105,"Cabbage, Green, Organic",30,$23.00,$25.53,45
11/05/2021,POG,3544,"Squash, Winter, Acorn",85,$35.00,$38.85,45
11/12/2021,SGC,3768,"Cranberries, organic",38,$25.00,$27.75,46
11/12/2021,SEE,3141,"Onions, Red, Organic",9,$50.00,$55.50,46
11/12/2021,SEE,3188,"Squash, Winter, Butternut, Organic",34,$24.00,$26.64,46
11/16/2021,NTN,3754,Cabbage,30,$34.00,$37.74,47
11/16/2021,D2D,3180,"Radish, Watermelon",13,$31.25,$34.69,47
11/19/2021,OHF,3107,"Carrots, Foodservice/Jumbo, Organic",47,$24.90,$27.64,47
11/19/2021,OHF,3107,"Carrots, Foodservice/Jumbo, Organic",7,$24.90,$27.64,47
12/03/2021,OHF,3613,"Beets, Red, Organic",18,$23.75,$26.36,49
12/03/2021,SEE,3105,"Cabbage, Green, Organic",450,$2.25,$2.50,49
06/15/2022,CMA,3278,"Radish, Red, Bunched w/Tops",5,$43.50,$48.29,25
06/15/2022,CBO,3278,"Radish, Red, Bunched w/Tops",5,$43.50,$48.29,25
06/17/2022,KHF,3806,"Greens, Lettuce, Head",15,$42.75,$47.45,25
06/17/2022,CMU,3266,"Onions, Scallions",12,$37.25,$41.35,25
06/17/2022,CVP,3266,"Onions, Scallions",12,$37.25,$41.35,25
06/24/2022,CMU,3266,"Onions, Scallions",12,$37.25,$41.35,26
06/24/2022,CVP,3266,"Onions, Scallions",12,$37.25,$41.35,26
06/24/2022,YMF,3806,"Greens, Lettuce, Head",10,$42.75,$47.45,26
06/24/2022,D2D,3278,"Radish, Red, Bunched w/Tops",15,$40.01,$48.29,26
06/24/2022,KHF,3806,"Greens, Lettuce, Head",15,$42.75,$47.45,26
06/24/2022,YMF,3266,"Onions, Scallions",10,$37.25,$41.35,26
06/24/2022,YMF,3266,"Onions, Scallions",10,$37.25,$41.35,26
06/30/2022,CBS,3278,"Radish, Red, Bunched w/Tops",5,$43.50,$48.29,27
06/30/2022,D2D,3278,"Radish, Red, Bunched w/Tops",15,$43.50,$48.29,27
06/30/2022,CVP,3266,"Onions, Scallions",24,$33.75,$37.46,27
06/30/2022,CMU,3266,"Onions, Scallions",12,$33.75,$37.46,27
06/30/2022,TEB,3266,"Onions, Scallions",12,$33.75,$37.46,27
07/05/2022,CHO,3278,"Radish, Red, Bunched w/Tops",20,$43.50,$48.29,28
07/05/2022,YMF,3266,"Onions, Scallions",10,$33.75,$37.46,28
07/05/2022,YMF,3806,"Greens, Lettuce, Head",10,$42.75,$47.45,28
07/08/2022,NTN,3266,"Onions, Scallions",10,$33.75,$37.46,28
07/08/2022,LVO,3138,"Greens, Collards",5,$42.75,$47.45,28
07/08/2022,HAF,3266,"Onions, Scallions",5,$33.75,$37.46,28
07/08/2022,CVP,3266,"Onions, Scallions",12,$33.75,$37.46,28
07/08/2022,CMU,3266,"Onions, Scallions",10,$33.75,$37.46,28
07/08/2022,D2D,3278,"Radish, Red, Bunched w/Tops",10,$43.50,$48.29,28
07/08/2022,HAF,3806,"Greens, Lettuce, Head",5,$42.75,$47.45,28
07/08/2022,YMF,3266,"Onions, Scallions",19,$33.75,$37.46,28
07/08/2022,RSV,3806,"Greens, Lettuce, Head",10,$42.75,$47.45,28
07/08/2022,YMF,3806,"Greens, Lettuce, Head",6,$42.75,$47.45,28
07/08/2022,AFC,3138,"Greens, Collards",8,$42.75,$47.45,28
07/15/2022,TEB,3266,"Onions, Scallions",12,$33.75,$37.46,29
07/15/2022,CBO,3669,"Greens, Chard",5,$42.75,$47.45,29
07/15/2022,JWI,3813,"Greens, Kale",5,$42.75,$47.45,29
07/15/2022,D2D,3278,"Radish, Red, Bunched w/Tops",5,$43.50,$48.29,29
07/15/2022,CMA,3813,"Greens, Kale",5,$42.75,$47.45,29
07/15/2022,CMU,3138,"Greens, Collards",10,$42.75,$47.45,29
07/15/2022,CHO,3278,"Radish, Red, Bunched w/Tops",15,$43.50,$48.29,29
07/15/2022,HAF,3266,"Onions, Scallions",10,$33.75,$37.46,29
07/15/2022,YMF,3266,"Onions, Scallions",3,$33.75,$37.46,29
07/15/2022,CBO,3138,"Greens, Collards",10,$42.75,$47.45,29
07/15/2022,CMA,3266,"Onions, Scallions",5,$33.75,$37.46,29
07/15/2022,D2D,3138,"Greens, Collards",18,$42.75,$47.45,29
07/15/2022,ONC,3266,"Onions, Scallions",5,$33.75,$37.46,29
07/15/2022,RSV,3362,"Cucumbers, Pickling",12,$24.00,$26.64,29
07/15/2022,D2D,3813,"Greens, Kale",16,$42.75,$47.45,29
07/15/2022,NTN,3813,"Greens, Kale",18,$42.75,$47.45,29
07/15/2022,LVO,3138,"Greens, Collards",5,$42.75,$47.45,29
07/20/2022,CHO,3278,"Radish, Red, Bunched w/Tops",20,$43.50,$48.29,30
07/20/2022,D2D,3278,"Radish, Red, Bunched w/Tops",10,$43.50,$48.29,30
07/20/2022,NTN,3813,"Greens, Kale",10,$42.75,$47.45,30
07/20/2022,PBY,3809,"Beans, Green, Yellow, or Purple",4,$71.00,$78.81,30
07/20/2022,YMF,3362,"Cucumbers, Pickling",11,$24.00,$26.64,30
07/20/2022,D2D,3813,"Greens, Kale",5,$42.75,$47.45,30
07/20/2022,LVO,3138,"Greens, Collards",1,$42.75,$47.45,30
07/20/2022,JWI,3138,"Greens, Collards",4,$42.75,$47.45,30
07/20/2022,CBO,3138,"Greens, Collards",3,$42.75,$47.45,30
07/20/2022,JWI,3813,"Greens, Kale",5,$42.75,$47.45,30
07/27/2022,KSL,3669,"Greens, Chard",13,$42.75,$47.45,31
07/27/2022,CBO,3669,"Greens, Chard",10,$42.75,$47.45,31
07/27/2022,CVP,3826,"Greens, Sweet Potato Leaves",10,$35.25,$39.13,31
07/27/2022,D2D,3278,"Radish, Red, Bunched w/Tops",8,$43.50,$48.29,31
07/27/2022,ONC,3809,"Beans, Green, Yellow, or Purple",4,$71.00,$78.81,31
07/27/2022,TXI,3826,"Greens, Sweet Potato Leaves",10,$35.25,$39.13,31
07/27/2022,YMF,3099,Beets Red w/greens,18,$43.25,$48.01,31
07/27/2022,JWI,3138,"Greens, Collards",5,$42.75,$47.45,31
07/27/2022,LOF,3813,"Greens, Kale",5,$42.75,$47.45,31
07/27/2022,KSL,3362,"Cucumbers, Pickling",11,$24.00,$26.64,31
07/27/2022,CBO,3813,"Greens, Kale",5,$42.75,$47.45,31
07/27/2022,MLG,3809,"Beans, Green, Yellow, or Purple",10,$71.00,$78.81,31
07/27/2022,AFC,3138,"Greens, Collards",8,$42.75,$47.45,31
07/27/2022,ONC,3669,"Greens, Chard",4,$42.75,$47.45,31
07/27/2022,HAF,3809,"Beans, Green, Yellow, or Purple",10,$71.00,$78.81,31
07/27/2022,MLG,3826,"Greens, Sweet Potato Leaves",10,$35.25,$39.13,31
07/27/2022,CLP,3826,"Greens, Sweet Potato Leaves",10,$35.25,$39.13,31
07/27/2022,D2D,3138,"Greens, Collards",10,$42.75,$47.45,31
07/27/2022,NTN,3809,"Beans, Green, Yellow, or Purple",15,$71.00,$78.81,31
07/27/2022,D2D,3182,"Squash, Summer, Patty Pan",17,$24.00,$26.64,31
07/27/2022,CHO,3278,"Radish, Red, Bunched w/Tops",40,$43.50,$48.29,31
07/27/2022,PBY,3809,"Beans, Green, Yellow, or Purple",10,$71.00,$78.81,31
07/27/2022,TEB,3099,Beets Red w/greens,10,$43.25,$48.01,31
07/27/2022,YMF,3809,"Beans, Green, Yellow, or Purple",22,$71.00,$78.81,31
07/27/2022,CLP,3182,"Squash, Summer, Patty Pan",13,$24.00,$26.64,31
07/27/2022,SXF,3362,"Cucumbers, Pickling",11,$24.00,$26.64,31
07/27/2022,SXF,3826,"Greens, Sweet Potato Leaves",50,$35.25,$39.13,31
07/27/2022,MMO,3813,"Greens, Kale",5,$42.75,$47.45,31
07/27/2022,CMU,3138,"Greens, Collards",10,$42.75,$47.45,31
07/27/2022,CMA,3138,"Greens, Collards",5,$42.75,$47.45,31
07/27/2022,CLP,3813,"Greens, Kale",10,$42.75,$47.45,31
07/27/2022,CMA,3669,"Greens, Chard",4,$42.75,$47.45,31
07/27/2022,CLP,3184,"Squash, Summer, Zucchini",18,$24.00,$26.64,31
07/27/2022,MMO,3669,"Greens, Chard",15,$42.75,$47.45,31
08/03/2022,HAF,3809,"Beans, Green, Yellow, or Purple",5,$71.00,$78.81,32
08/03/2022,CMA,3138,"Greens, Collards",5,$42.75,$47.45,32
08/03/2022,KSL,3669,"Greens, Chard",14,$42.75,$47.45,32
08/03/2022,CVP,3702,"Greens, Spinach, Malabar",12,$36.50,$40.52,32
08/03/2022,YMF,3809,"Beans, Green, Yellow, or Purple",10,$71.00,$78.81,32
08/03/2022,LOF,3362,"Cucumbers, Pickling",11,$24.00,$26.64,32
08/03/2022,PBY,3809,"Beans, Green, Yellow, or Purple",10,$71.00,$78.81,32
08/03/2022,PZM,3153,"Peppers, Jalapeno",21,$30.00,$33.30,32
08/03/2022,MLG,3809,"Beans, Green, Yellow, or Purple",5,$71.00,$78.81,32
08/03/2022,MMO,3669,"Greens, Chard",11,$42.75,$47.45,32
08/03/2022,TXI,3826,"Greens, Sweet Potato Leaves",10,$35.25,$39.13,32
08/03/2022,MLG,3702,"Greens, Spinach, Malabar",14,$36.50,$40.52,32
08/03/2022,D2D,3182,"Squash, Summer, Patty Pan",3,$24.00,$26.64,32
08/03/2022,D2D,3138,"Greens, Collards",10,$42.75,$47.45,32
08/03/2022,LEE,3809,"Beans, Green, Yellow, or Purple",10,$71.00,$78.81,32
08/03/2022,CMU,3138,"Greens, Collards",10,$42.75,$47.45,32
08/03/2022,MHA,3362,"Cucumbers, Pickling",6,$24.00,$26.64,32
08/03/2022,MLG,3826,"Greens, Sweet Potato Leaves",10,$35.25,$39.13,32
08/03/2022,CLP,3182,"Squash, Summer, Patty Pan",15,$24.00,$26.64,32
08/03/2022,ONC,3754,Cabbage,10,$40.75,$45.23,32
